desc,wordId
" Chỉ khâu phẫu thuật tiệt trùng - tự tiêu( Megasorb Sterilized Surgical Needled Suture( Dyed & Undyed)) cỡ số 5-0, x 70, 17mm,batch:IB16003,12 chiếc/tá,,hãng Meril Endo Surgery pvt.ltd,Mới 100%",Megasorb
" Chỉ khâu phẫu thuật tiệt trùng-tự tiêu( Megasorb Sterilized Surgical Needled Suture( Dyed & Undyed)) cỡ số 2- 0, x 70, 26mm,batch:IB17001,12 chiếc/tá,loại D,hãng Meril Endo Surgery pvt.ltd,Mới 100%",Megasorb
" Chỉ khâu phẫu thuật tiệt trùng-tự tiêu( Megasorb Sterilized Surgical Needled Suture( Dyed & Undyed)) cỡ số 4-0, x 75, 22mm,batch:IB16002,12 chiếc/tá,loại D,hãng Meril Endo Surgery pvt.ltd,Mới 100%",Megasorb
" Chỉ khâu phẫu thuật tiệt trùng-tự tiêu( Megasorb Sterilized Surgical Needled Suture( Dyed & Undyed)) cỡ số 5-0, x 70, 17mm,batch:IB16003,12 chiếc/tá,loại D,hãng Meril Endo Surgery pvt.ltd,Mới 100%",Megasorb
 Chỉ phẫu thuật - SURGIPRO* II 6-0 75CM 2XV-1 (VP709X) (Hộp/36 sợi),Surgipro
 Chỉ phẫu thuật - SURGIPRO* II 6-0 75CM 2XV-11 (VP706X) (Hộp/36 sợi),Surgipro
" CHỈ PHẪU THUẬT DS 135 , NYLON BLACK M04EE06L45 ,mới 100%, NƯỚC ẤN ĐỘ,hãng sx quality needles",Nylon
" Chỉ phẩu thuật E27RH220, 75cm, 22mm ( 12cái/ hộp), hàng mới 100%, hãng  VIGILENZ MEDICAL - Malaysia sản xuất",#N/A
" Chỉ phẩu thuật E39RH260 90cm, 26mm ( 12cái/ hộp), hàng mới 100%, hãng  VIGILENZ MEDICAL - Malaysia sản xuất",#N/A
" Chỉ phẩu thuật F47RH17W , 75cm, ( 12cái/ hộp), hàng mới 100%, hãng  VIGILENZ MEDICAL - Malaysia sản xuất",#N/A
 CHỈ PHẪU THUẬT LOẠI SILK (màu đen) 75 CM EP 4 USP 1 NEEDLE 1/2 CIR TAPER 37MM . HÀNG MỚI 100% . SX 2016. LÔ SX 150808. HẠN DÙNG 08 - 2020,SILK
" Chỉ phẫu thuật y tế POLYSORB*2-0 75CM V-20, hàng mới 100%,  NSX: Mỹ, hãng sản xuất: Covidien,  năm SX:  2016. Số GP 606/BYT-TB-CT",Polysorb
" Chỉ phẫu thuật y tế POLYSORB*3-0 75CM V-20, hàng mới 100%,  NSX: Mỹ, hãng sản xuất: Covidien,  năm SX:  2016. Số GP 606/BYT-TB-CT",Polysorb
" Dụng cụ để cố định lưới thoát vị PROTACK*5MM INSTRUMENT,  hàng mới 100%,  NSX: Mỹ, hãng sản xuất: Covidien,  năm SX: 2015-2016. Số GP: 606/BYT-TB-CT",Thoát vị
" Lưới điều trị thoát vị PARIETEX MONO POLY MESH 11X6CM, hàng mới 100%,  NSX: Pháp, hãng sản xuất: Covidien, năm SX: 2015-2016. Số GP: 606/BYT-TB-CT",MESH
" Lưới điều trị thoát vị PARIETEX MONO POLY MESH 15X10CM, hàng mới 100%, NSX: Pháp, hãng sản xuất: Covidien, năm SX: 2015 - 2016.  Số GP: 606/BYT-TB-CT",MESH
 MONOCRYL UND 45CM  M2 3/0  PS-2_Chỉ phẫu thuật tổng hợp tự tiêu vô trùng_Hiệu Ethicon_Product code W3207_Hộp 12 cái_Hàng mới 100%,MONOCRYL
 PROLENE BLU 90CM M1 5/0 RB-1 VB_Chỉ phẫu thuật tổng hợp không tiêu vô trùng_Hiệu Ethicon_Product code W8330_Hộp 12 cái_Hàng mới 100%,PROLENE
(Chỉ khâu phẫu thuật - NOVOSYN VIOLET 1 (4) 90CM HR40S (M) (PAC/36PCS) (C0068557),NOVOSYN
(Chỉ khâu phẫu thuật - NOVOSYN VIOLET 1 (4) 90CM HR40S (M) (PAC/36PCS) (C0068557). Hàng mới 100%. HSX: B.BRAUN,NOVOSYN
(Chỉ khâu phẫu thuật - NOVOSYN VIOLET 1 (4) 90CM HR40S (M) (PAC/36PCS) (C0068557). Hàng mới 100%. HSX:B.BRAUN,NOVOSYN
(Chỉ khâu phẫu thuật - NOVOSYN VIOLET 1 (4) 90CM HR40S (M) (PAC/36PCS) (C0068557). Hàng mới 100%. HSX; B.BRAUN,NOVOSYN
(Chỉ khâu phẫu thuật - NOVOSYN VIOLET 1 (4) 90CM HR40S (M) (PAC/36PCS) (C0068557). Hàng mới 100%.HSX:B.BRAUN.,NOVOSYN
"(RA-1012Q ) Chỉ phẫu thuật Quill số 4-0 (model:Quill PDO),12sợi/hộp , dùng trong y tế, hãng sx Angiotech,năm sx 2013, mới 100%",Quill
"(RA-1028Q ) Chỉ phẫu thuật Quill số 2-0 (model: Quill PDO) ,12sợi/ hộp , dùng trong y tế, hãng sx Angiotech,năm sx 2014, mới 100%",Quill
"(RA-1065Q ) Chỉ phẫu thuật Quill số 2 ( model:Quill PDO),12 sợi/hộp , dùng trong y tế, hãng sx Angiotech,năm sx 2015, mới 100%",Quill
"(YA-1015Q ) Chỉ phẫu thuật Quill số 2-0(model: Quill Monoderm),12sợi/hộp , dùng trong y tế, hãng sx Angiotech,năm sx 2014, mới 100%",Quill
"(YA-1022Q ) Chỉ phẫu thuật Quill số 2-0 ( model: Quill Monoderm),12sợi/ hộp , dùng trong y tế, hãng sx Angiotech,năm sx 2014, mới 100%",Quill
"0Chỉ phẫu thuật vô trùng mới 100% nhãn hiệu Daclon Nylon số 10/0 dài 30cm 2 needle 3/8 circ spatuled 6.2mm 150. Năm sản xuất: 2014 trở đi, hãng sản xuất SMI AG",Daclon
1#&Chỉ khâu phẫu thuật loại không tự tiêu bằng nylon dùng để kiểm tra lỗ kim khâu mổ kí hiệu số lot S30012 (1000yds),Nylon
1#&Chỉ nylon dùng để kiểm tra lỗ kim kí hiệu số lot S30012 (1000yds),Nylon
2#&Chỉ khâu phẫu thuật loại không tự tiêu bằng nylon dùng để kiểm tra lỗ kim khâu mổ kí hiệu số lot S30012 (400yds),Nylon
2#&Chỉ nylon dùng để kiểm tra lỗ kim kí hiệu số lot S30012 (400yds),Nylon
3#&Chỉ khâu phẫu thuật loại không tự tiêu bằng nylon dùng để kiểm tra lỗ kim khâu mổ kí hiệu số lot S30009 (1000yds),Nylon
3#&Chỉ nylon dùng để kiểm tra lỗ kim kí hiệu số lot S30009 (1000yds),Nylon
"4#&Chỉ khâu phẫu thuật loại không tự tiêu (S30016) bằng nylon dùng để kiểm tra lỗ kim khâu mổ (500yds/cuộn), 3 cuộn/set",Nylon
4#&Chỉ khâu phẫu thuật loại không tự tiêu bằng nylon dùng để kiểm tra lỗ kim khâu mổ kí hiệu số lot S30008 (1000yds),Nylon
4#&Chỉ nylon dùng để kiểm tra lỗ kim kí hiệu số lot S30008 (1000yds),Nylon
5#&Chỉ khâu phẫu thuật loại (A),#N/A
5#&Chỉ khâu phẫu thuật loại không tự tiêu bằng nylon dùng để kiểm tra lỗ kim khâu mổkí hiệu số lot S30008 (855yds),Nylon
5#&Chỉ nylon dùng để kiểm tra lỗ kim kí hiệu số lot S30008 (855yds),Nylon
"Băng dán y tế thay chỉ khâu da 3M(TM) Nexcare(TM) Steri-Strip(TM) Skin Closures. Model: H1546, khổ 1/4 in x 4 in ( 0.64cm x 10.16 cm ) đóng gói: 30 miếng/ hộp ( hàng mới 100% )",STERI-
"Băng dính y tế dùng thay chỉ khâu da  B1551 STERI STRIP SKIN CLOSURE BLEND TONE, 50 miếng/hộp, 4 hộp/thùng. Hàng mới 100%.",#N/A
"Băng dính y tế dùng thay chỉ khâu da B1550 STERI-STRIP SKIN CLOSURE, 50 miếng/hộp, 4 hộp/thùng. Hàng mới 100%.",STERI-
"Băng dính y tế dùng thay chỉ khâu da B1557 STERI-STRIP SKIN CLOSURE, 50 miếng/hộp, 4 hộp/thùng. Hàng mới 100%.",STERI-
"Băng dính y tế dùng thay chỉ khâu da B1557 STERI-STRIP SKIN CLOSURE, kích cỡ 1/2in x 4in, 50 miếng/hộp, 4 hộp/thùng. Hàng mới 100%.",STERI-
"Băng dính y tế dùng thay chỉ khâu da B1559 STERI-STRIP BLEND TONE SKIN CLOSURE, khổ 1/2in x 2in, 50 miếng/hộp, 4 hộp/thùng. Hàng mới 100%.",STERI-
"Băng dính y tế dùng thay chỉ khâu da H1547 NEXCARE STERI-STRIP SKIN CLOSURE, khổ 1/2in x 4in, 18 miếng/hộp. Hàng mới 100%.",STERI-
"Băng dính y tế dùng thay chỉ khâu da R1542 ""STERI-STRIP"", khổ 1/4in x 1.5in, 50 miếng/hộp, 4 hộp/thùng. Hàng mới 100%.",STERI-
"Băng dính y tế dùng thay chỉ khâu da R1549 STERI-STRIP SKIN CLOSURE, khổ 1/2in x 2in, 50 miếng/hộp, 4 hộp/thùng. Hàng mới 100%.",STERI-
"Băng dính y tế thay chỉ khâu da  B1551 STERI-STRIP SKIN CLOSURE BLEND TONE, 50 miếng/hộp, 4 hộp/thùng. Hàng mới 100%.",STERI-
"Băng dính y tế thay chỉ khâu da 3M(TM) Steri-Strip(TM) Skin Closures R1548, khổ 1 in x 5 in (2.54cm x 12.7cm) đóng gói: 25 miếng/ hộp ( hàng mới 100% )",STERI-
"Băng dính y tế thay chỉ khâu da H1546 NEXCARE STERI-STRIP SKIN CLOSURE,  30 miếng/hộp. Hàng mới 100%.",STERI-
"Băng dính y tế thay chỉ khâu da H1546 NEXCARE STERI-STRIP SKIN CLOSURE, khổ 1/4in x 4in, 30 miếng/hộp. Hàng mới 100%.",STERI-
"Băng dính y tế thay chỉ khâu da NEXCARE STERI-STRIP SKIN CLOSURE, model H1546, khổ 1/4in x 4in (0.64cm x 10.16cm), 30 miếng/hộp",STERI-
"Băng dính y tế thay chỉ khâu da R1540, khổ 1/8 in x 3 in ( 0,32 cm x 8 cm ), đóng gói 50 miếng/ hộp. Chủng loại: R1540, Hãng sản xuất: 3M Company ( hàng mới 100% )",Băng dính y tế thay chỉ khâu da
"Băng dính y tế thay chỉ khâu da R1540, khổ 1/8 in x 3 in ( 0.32 cm x 8 cm ) 50 miếng/ hộp ( hàng mới 100% )",Băng dính y tế thay chỉ khâu da
"Băng dính y tế thay chỉ khâu da R1540, khổ 1/8 in x 3 in ( 0.32 cm x 8 cm ), đóng gói 50 miếng/ hộp. Chủng loại: R1540, Hãng sản xuất: 3M Company ( hàng mới 100% )",Băng dính y tế thay chỉ khâu da
"Băng dính y tế thay chỉ khâu da R1541, khổ 1/4 in x 3 in ( 0.64 cm x 8 cm ), đóng gói 50 miếng/ hộp. ( hàng mới 100% )",Băng dính y tế thay chỉ khâu da
"Băng dính y tế thay chỉ khâu da R1541, khổ 1/4 in x 3 in ( 0.64 cm x 8 cm ), đóng gói 50 miếng/ hộp. Chủng loại: R1541, Hãng sản xuất: 3M Company ( hàng mới 100% )",Băng dính y tế thay chỉ khâu da
"Băng dính y tế thay chỉ khâu da R1542 ""STERI-STRIP"", khổ 1/4in x 1.5in, 50 miếng/hộp, 4 hộp/thùng. Hàng mới 100%.",STERI-
"Băng dính y tế thay chỉ khâu da R1546, khổ 1/4 in x 4 in ( 0.64 cm x 10 cm ), đóng gói 50 miếng/ hộp ( hàng mới 100% )",Băng dính y tế thay chỉ khâu da
"Băng dính y tế thay chỉ khâu da R1546, khổ 1/4 in x 4 in ( 0.64 cm x 10 cm ), đóng gói 50 miếng/ hộp. Chủng loại: R1546, Hãng sản xuất: 3M Company ( hàng mới 100% )",Băng dính y tế thay chỉ khâu da
"Băng dính y tế thay chỉ khâu da R1547, khổ 1/2 in x 4 in ( 1.27 cm x 10 cm ), đóng gói 50 miếng/ hộp ( hàng mới 100% )",Băng dính y tế thay chỉ khâu da
"Băng dính y tế thay chỉ khâu da R1547, khổ 1/2 in x 4 in ( 1.27 cm x 10 cm ), đóng gói 50 miếng/ hộp, hãng sản xuất 3M Company ( hàng mới 100% )",Băng dính y tế thay chỉ khâu da
"Băng dính y tế thay chỉ khâu da R1547, khổ 1/2 in x 4 in ( 1.27 cm x 10 cm ), đóng gói 50 miếng/ hộp. Chủng loại: R1547, Hãng sản xuất: 3M Company ( hàng mới 100% )",Băng dính y tế thay chỉ khâu da
"Băng dính y tế thay chỉ khâu da R1548, khổ 1 in x 5 in ( 2,54 cm x 12,7 cm ), đóng gói 25 miếng/ hộp. Chủng loại: R1548, Hãng sản xuất: 3M Company ( hàng mới 100% )",Băng dính y tế thay chỉ khâu da
"Băng dính y tế thay chỉ khâu da R1548, khổ 1 in x 5 in ( 2.54 cm x 12.7 cm ), đóng gói 25 miếng/ hộp. Chủng loại: R1548, Hãng sản xuất: 3M Company ( hàng mới 100% )",Băng dính y tế thay chỉ khâu da
"Băng dính y tế thay chỉ khâu da STERI-STRIP B1557, khổ  1.2cm x 10cm ,50 miếng / hộp",STERI-
"Băng dính y tế thay chỉ khâu da STERI-STRIP R1540 , khổ 0.32cm x 8cm, 50 miếng/ hộp",STERI-
"Băng dính y tế thay chỉ khâu da STERI-STRIP R1541, khổ 1/4in x 3in(0.64cm x 8cm), 50miếng/ hộp",STERI-
"Băng dính y tế thay chỉ khâu da STERI-STRIP R1546,  1/4in x 4in(0.64cm x 10cm)  50 miếng /hộp",STERI-
"Băng dính y tế thay chỉ khâu da STERI-STRIP R1547 , khổ 1/2in x 4in(1.27cm x 10cm), 50 miếng/ hộp",STERI-
"Băng dính y tế thay chỉ khâu da STERI-STRIP R1547, khổ 1/2 in x 4 in ( 1.27 cm x 10 cm ), đóng gói 50 miếng/ hộp ( hàng mới 100% )",STERI-
"Băng dính y tế thay chỉ khâu da STERI-STRIP R1548, khổ1 x 5in(2.54cm x 12.7cm),  25 miếng / hộp",STERI-
"Băng dính y tế thay chỉ khâu da STERI-STRIP R1548, khổ1 x 5in(2.54cm x 12.7cm),  25 miếng / hộp ( hàng mới 100% )",STERI-
"Băng keo y tế dùng thay chỉ khâu da B1557 STERI-STRIP BLEND TONE SKIN CLOSURE, 50 miếng/hộp, 4 hộp/thùng. Hàng mới 100%.",STERI-
"Băng keo y tế dùng thay chỉ khâu da B1559 STERI-STRIP BLEND TONE SKIN CLOSURE, 50 miếng / hộp, 4 hộp/thùng. Hàng mới 100%.",STERI-
"Băng keo y tế dùng thay chỉ khâu da R1549 STERI-STRIP SKIN CLOSURE, 50 miếng/hộp, 4 hộp/thùng. Hàng mới 100%.",STERI-
"Băng keo y tế dùng thay chỉ khâu da R1549 STERI-STRIP SKIN CLOSURE, khổ 1/2in x 2in, 50 miếng/hộp, 4 hộp/thùng. Hàng mới 100%.",STERI-
"Bộ chỉ phẩu thuật có kim: DACLON NYLON 7/0 USP SIZE( Hàng mới 100%, Mã: H9051512).Nhà sản xuất: SMI A.G.Số lô: 151201. SX:12/2015. HD: 12/2020 .",Daclon
"Bộ chỉ phẩu thuật có kim: NYLON 6/0 USP SIZE( Hàng mới 100%, Mã: H9071512),nguyên liệu.Nhà sản xuất: SMI A.G.Số lô: 160668. SX:06/2016. HD: 06/2021",Nylon
"Bộ chỉ phẩu thuật có kim: NYLON 6/0 USP SIZE( Hàng mới 100%, Mã: H9071512).Nhà sản xuất: SMI A.G.Số lô: 151201. SX:12/2015. HD: 12/2020",Nylon
"Bộ chỉ phẩu thuật có kim: NYLON 6/0 USP SIZE( Hàng mới 100%, Mã: H9071512).Nhà sản xuất: SMI A.G.Số lô: 160668. SX:06/2016. HD: 06/2021",Nylon
"Bộ Chỉ phẩu thuật có Kim: NYLON 6/0 USP SIZE. (Hàng mới 100%, Mã: 9071512. 75 cm/ Sợi). Nhà sản xuất: SMI A.G. Số lô: 150703. SX: 07/2015. HD: 07/2021.",Nylon
"Bộ Chỉ phẩu thuật có Kim: NYLON 6/0 USP SIZE. (Hàng mới 100%, Mã: H9071512). Nhà sản xuất: SMI A.G. Số lô: 151101. SX: 11/2015. HD: 11/2020.",Nylon
"Bộ Chỉ phẩu thuật có Kim: NYLON 7/0 USP SIZE. (Hàng mới 100%, Mã: H9051512). Nhà sản xuất: SMI A.G. Số lô: 150901. SX: 09/2015. HD: 09/2020.",Nylon
"Bộ chỉ phẩu thuật có kim: NYLON MONOFIL 6/0 USP SIZE( Hàng mới 100%, Mã: H9071512).Chỉ phẩu thuật không tiêu.Nhà sản xuất: SMI A.G.Số lô: 160668. SX:06/2016. HD: 06/2021,dạng bán thành phẩm",Nylon
"Bộ chỉ phẩu thuật có kim: NYLON MONOFIL 6/0 USP SIZE( Hàng mới 100%, Mã: H9071512).Nhà sản xuất: SMI A.G.Số lô: 160668. SX:06/2016. HD: 06/2021,dạng bán thành phẩm",Nylon
"Bộ chỉ phẩu thuật có kim: NYLON MONOFIL 6/0 USP SIZE( Hàng mới 100%, Mã: H9071512).Nhà sản xuất: SMI A.G.Số lô: 160668. SX:09/2016. HD: 09/2021,dạng bán thành phẩm",Nylon
"Bộ Chỉ phẩu thuật có Kim: POLYPROPYLENE 6/0 USP SIZE. (Hàng mới 100%, Mã: 5070210-2. 60 cm/ Sợi). Nhà sản xuất: SMI A.G. Số lô: 150703. SX: 07/2015. HD: 07/2021.",PROPYLEN
"Bộ Chỉ phẩu thuật có Kim: POLYPROPYLENE 7/0 USP SIZE. (Hàng mới 100%, Mã: 5050208-2. 60 cm/ Sợi). Nhà sản xuất: SMI A.G. Số lô: 150703. SX: 07/2015. HD: 07/2021.",PROPYLEN
"Bộ chỉ phẩu thuật có kim: SILK BLACK 6/0 USP SIZE. ( Hàng mới 100%, Mã: H8071513).Nhà sản xuất: SMI A.G.Số lô: 151201. SX:12/2015. HD: 12/2020.",SILK
"Bộ Chỉ phẩu thuật có Kim: SILK BLACK 6/0 USP SIZE. (Hàng mới 100%, Mã: H8070113). Nhà sản xuất: SMI A.G. Số lô: 150901. SX: 09/2015. HD: 09/2020.",SILK
"Bộ chỉ phẩu thuật có kim: SILK BLACK 7/0 USP SIZE( Hàng mới 100%, Mã: H8051512-2).Nhà sản xuất: SMI A.G.Số lô: 151201. SX:12/2015. HD: 12/2020",SILK
"Bộ Chỉ phẩu thuật có Kim: SILK BLACK 7/0 USP SIZE. (Hàng mới 100%, Mã: H8051512-2.). Nhà sản xuất: SMI A.G. Số lô: 150901. SX: 09/2015. HD: 09/2020.",SILK
"Bộ chỉ phẩu thuật không tiêu có kim, dạng bán thành phẩm: NYLON MONOFIL 6/0 USP SIZE( Hàng mới 100%, Mã: H9071512).Nhà sản xuất: SMI A.G.Số lô: 160668. SX:06/2016. HD: 06/2021,",Nylon
"Bộ chỉ phẩu thuật không tiêu có kim, dạng bán thành phẩm:DACLON NYLON MONOFIL 7/0 USP SIZE( Hàng mới 100%, Mã: H9051512).Nhà sản xuất: SMI A.G.Số lô: 170901. SX:09/2017. HD: 09/2022,",Daclon
BONE WAX 2.5GR_Vật liệu cầm máu vô trùng_Hiệu Ethicon_Product code W810T_Hộp 24 cái_Hàng mới 100%,WAX
"BONE WAX 2.5GR_Vật liệu cầm máu vô trùng_Hiệu Ethicon_Product code W810T_Hộp 24 cái_Hàng mới 100%""_Loại C",WAX
BONE WAX 2.5GR_Vật liệu cầm máu vô trùng_Hiệu Ethicon_Product code W810T_Hộp 24 cái_Hàng mới 100%_Loại C,WAX
BONE WAX 2.5GR_Vật liệu cầm máu vô trùng_Hiệu Ethicon_Product code W810T_hộp 24 tép_Hàng mới 100%_Loại C,WAX
BONE WAX 2.5GR_Vật liệu cầm máu vô trùng_Hiệu Lifescan_Product code W810T_Hộp 24 cái_Hàng mới 100%,WAX
BONE WAX_Sáp cầm máu tiệt trùng dùng cho xương_Hiệu Ethicon- Hãng sx Johnson & Johnson do Brasil Industrial_Product code W31C_Hộp 12 cái_Hàng mới 100%_Loại C,WAX
"Bông cầm máu tự tiêu Surgispon 70 x 50 x 10 mm, vô trùng (Hộp = 10 cái),  Mã hàng: SSP705010. Hàng mới 100%; Hãng sx: Aegis Lifesciences",Spon
"Bông cầm máu tự tiêu Surgispon 70 x 50 x 10 mm, vô trùng, cầm máu trong phẫu thuật (Hộp = 10 cái),  Mã hàng: SSP705010. Hàng mới 100%; Hãng sx: Aegis Lifesciences",Spon
"Bông cầm máu tự tiêu Surgispon 70 x 50 x 10 mm, vô trùng, cầm máu trong phẫu thuật (Hộp = 10 cái),  Mã hàng: SSP705010. Hàng mới 100%; Hãng sx: Aegis Lifesciences.",Spon
"Bông cầm máu tự tiêu Surgispon 80 x 30 dia.mm, vô trùng, cầm máu trong phẫu thuật (Hộp = 06 cái),  Mã hàng: SSP8030. Hàng mới 100%; Hãng sx: Aegis Lifesciences",Spon
"Bông cầm máu tự tiêu Surgispon 80 x 30 mm, hình trụ, vô trùng, cầm máu trong phẫu thuật (Hộp = 06 cái),  Mã hàng: SSP8030. Hàng mới 100%; Hãng sx: Aegis Lifesciences",Spon
